日期,星期,商品,天气,是否周末,是否促销,销量,客单价,销售额
2024-04-16,周二,柠檬茶,雨,False,False,40,11,440
2024-03-31,周日,芝士奶盖,雪,True,False,47,19,893
2024-04-14,周日,杨枝甘露,晴,True,False,39,18,702
2024-05-13,周一,柠檬茶,多云,False,False,21,20,420
2024-03-03,周日,珍珠奶茶,多云,True,False,49,12,588
2024-05-17,周五,青稞奶茶,阴,False,False,23,17,391
2024-04-29,周一,青稞奶茶,雪,False,True,50,15,750
2024-05-16,周四,冰美式,雨,False,False,26,11,286
2024-04-05,周五,芝士奶盖,雨,False,False,28,14,392
2024-05-06,周一,柠檬茶,雪,False,False,16,20,320
2024-03-04,周一,抹茶拿铁,雨,False,False,25,16,400
2024-05-14,周二,冰美式,雨,False,False,19,20,380
2024-04-30,周二,芝士奶盖,多云,False,False,27,12,324
2024-04-30,周二,杨枝甘露,雪,False,False,20,20,400
2024-03-29,周五,芝士奶盖,雨,False,False,22,15,330
2024-04-07,周日,抹茶拿铁,阴,True,True,57,19,1083
2024-03-10,周日,抹茶拿铁,雪,True,True,57,18,1026
2024-03-07,周四,杨枝甘露,多云,False,False,23,21,483
2024-05-31,周五,杨枝甘露,阴,False,False,14,20,280
2024-03-01,周五,抹茶拿铁,多云,False,False,20,19,380
2024-05-02,周四,芋泥波波,雪,False,False,20,16,320
2024-05-01,周三,水果茶,晴,False,False,15,10,150
2024-05-07,周二,柠檬茶,晴,False,False,13,13,169
2024-04-14,周日,青稞奶茶,晴,True,False,38,14,532
2024-03-06,周三,青稞奶茶,阴,False,False,28,18,504
2024-05-27,周一,杨枝甘露,阴,False,False,23,19,437
2024-04-21,周日,珍珠奶茶,多云,True,False,34,13,442
2024-05-15,周三,可可奶茶,晴,False,False,25,10,250
2024-05-21,周二,青稞奶茶,雪,False,False,21,11,231
2024-03-03,周日,珍珠奶茶,阴,True,False,29,14,406
2024-03-20,周三,柠檬茶,雨,False,False,31,18,558
2024-05-17,周五,杨枝甘露,晴,False,False,32,18,576
2024-03-14,周四,抹茶拿铁,雪,False,True,38,13,494
2024-04-22,周一,青稞奶茶,晴,False,False,18,17,306
2024-03-01,周五,珍珠奶茶,晴,False,False,22,15,330
2024-03-12,周二,可可奶茶,晴,False,False,22,13,286
2024-04-07,周日,青稞奶茶,晴,True,True,51,14,714
2024-05-26,周日,芝士奶盖,晴,True,True,48,12,576
2024-03-22,周五,芝士奶盖,阴,False,False,25,11,275
2024-04-13,周六,杨枝甘露,阴,True,False,35,20,700
2024-05-28,周二,抹茶拿铁,多云,False,True,35,11,385
2024-05-15,周三,抹茶拿铁,多云,False,False,999,19,551
2024-03-17,周日,抹茶拿铁,晴,True,False,47,10,470
2024-05-23,周四,芝士奶盖,雪,False,False,19,19,361
2024-05-25,周六,芝士奶盖,雪,True,False,50,11,550
2024-04-01,周一,抹茶拿铁,阴,False,True,-1,10,480
2024-05-04,周六,抹茶拿铁,多云,True,True,62,13,806
2024-04-05,周五,珍珠奶茶,雪,False,False,23,13,299
2024-04-26,周五,冰美式,晴,False,False,31,15,465
2024-05-03,周五,珍珠奶茶,阴,False,False,21,12,252
2024-05-17,周五,冰美式,雪,False,False,29,20,580
2024-04-13,周六,芝士奶盖,多云,True,False,31,18,558
2024-05-16,周四,抹茶拿铁,阴,False,True,44,10,440
2024-05-21,周二,青稞奶茶,晴,False,True,40,12,480
2024-04-22,周一,芋泥波波,雪,False,True,35,13,455
2024-03-25,周一,芝士奶盖,阴,False,True,43,19,817
2024-04-27,周六,抹茶拿铁,雪,True,True,60,18,1080
2024-05-10,周五,水果茶,雪,False,False,27,19,513
2024-03-17,周日,芋泥波波,雪,True,False,42,18,756
2024-04-23,周二,冰美式,雨,False,False,22,14,308
2024-03-18,周一,杨枝甘露,雪,False,False,31,20,620
2024-05-10,周五,芝士奶盖,多云,False,False,20,20,400
2024-05-26,周日,杨枝甘露,多云,True,False,55,20,1100
2024-04-15,周一,可可奶茶,雪,False,False,35,16,560
2024-05-08,周三,青稞奶茶,晴,False,False,23,16,368
2024-05-25,周六,珍珠奶茶,雨,True,False,33,14,462
2024-03-19,周二,珍珠奶茶,多云,False,False,19,14,266
2024-03-14,周四,冰美式,雪,False,False,25,14,350
2024-03-07,周四,水果茶,阴,False,False,32,15,480
2024-03-07,周四,珍珠奶茶,多云,False,False,25,13,325
2024-05-30,周四,芝士奶盖,多云,False,False,18,20,360
2024-03-23,周六,可可奶茶,阴,True,True,50,14,700
2024-05-14,周二,青稞奶茶,雨,False,False,12,10,120
2024-04-11,周四,冰美式,雪,False,False,15,17,255
2024-05-10,周五,芝士奶盖,雨,False,False,14,18,252
2024-05-04,周六,杨枝甘露,雪,True,False,39,20,780
2024-03-28,周四,芝士奶盖,雨,False,False,29,18,522
2024-05-11,周六,珍珠奶茶,雨,True,False,38,13,494
2024-05-27,周一,芝士奶盖,晴,False,False,999,14,420
2024-04-17,周三,可可奶茶,阴,False,True,47,15,705
2024-03-13,周三,杨枝甘露,晴,False,False,20,19,380
2024-04-24,周三,芋泥波波,雪,False,False,22,20,440
2024-03-10,周日,杨枝甘露,阴,True,False,25,18,450
2024-03-23,周六,青稞奶茶,晴,True,False,45,14,630
2024-04-27,周六,水果茶,雨,True,True,999,18,1062
2024-05-19,周日,芋泥波波,晴,True,False,44,15,660
2024-03-14,周四,青稞奶茶,雪,False,True,42,16,672
2024-03-04,周一,抹茶拿铁,雪,False,False,21,18,378
2024-05-21,周二,杨枝甘露,雨,False,False,19,22,418
2024-03-19,周二,芋泥波波,晴,False,False,17,18,306
2024-03-11,周一,青稞奶茶,雨,False,False,26,18,468
2024-03-24,周日,柠檬茶,雨,True,True,81,10,810
2024-05-10,周五,抹茶拿铁,雨,False,False,16,11,176
2024-05-14,周二,抹茶拿铁,雨,False,True,43,11,473
2024-03-09,周六,柠檬茶,阴,True,False,44,20,880
2024-05-14,周二,杨枝甘露,雨,False,False,23,18,414
2024-03-29,周五,水果茶,雨,False,True,40,17,680
2024-04-09,周二,抹茶拿铁,多云,False,False,14,14,196
2024-03-18,周一,可可奶茶,雨,False,False,26,11,286
2024-03-03,周日,可可奶茶,晴,True,False,54,16,864
2024-03-28,周四,珍珠奶茶,雪,False,False,26,15,390
2024-03-20,周三,芝士奶盖,多云,False,False,31,14,434
2024-05-04,周六,可可奶茶,阴,True,False,27,20,540
2024-05-18,周六,杨枝甘露,多云,True,False,43,22,946
2024-05-24,周五,杨枝甘露,雨,False,True,45,18,810
2024-03-30,周六,珍珠奶茶,雪,True,False,36,15,540
2024-04-28,周日,珍珠奶茶,雨,True,True,54,14,756
2024-04-03,周三,冰美式,阴,False,False,20,19,380
2024-03-10,周日,可可奶茶,阴,True,False,36,18,648
2024-04-14,周日,抹茶拿铁,雪,True,True,59,12,708
2024-05-05,周日,青稞奶茶,多云,True,True,55,11,605
2024-04-23,周二,芝士奶盖,阴,False,False,20,13,260
2024-05-22,周三,水果茶,多云,False,True,38,12,456
2024-05-05,周日,珍珠奶茶,多云,True,True,59,15,885
2024-05-12,周日,珍珠奶茶,晴,True,False,43,15,645
2024-03-22,周五,柠檬茶,雪,False,True,44,19,836
2024-04-03,周三,杨枝甘露,阴,False,False,21,19,399
2024-03-17,周日,芋泥波波,多云,True,False,33,20,660
2024-03-20,周三,冰美式,多云,False,False,999,19,418
2024-05-04,周六,芋泥波波,阴,True,False,36,18,648
2024-05-26,周日,水果茶,阴,True,False,41,18,738
2024-05-01,周三,水果茶,雪,False,False,30,11,330
2024-04-02,周二,抹茶拿铁,晴,False,False,25,16,400
2024-03-01,周五,珍珠奶茶,雪,False,True,36,14,504
2024-03-14,周四,杨枝甘露,雪,False,False,31,21,651
2024-05-18,周六,青稞奶茶,多云,True,False,45,17,765
2024-05-11,周六,可可奶茶,雨,True,False,49,15,735
2024-04-20,周六,杨枝甘露,多云,True,False,30,18,540
2024-04-21,周日,芝士奶盖,雪,True,False,42,12,504
2024-05-21,周二,珍珠奶茶,多云,False,False,21,15,315
2024-04-03,周三,柠檬茶,晴,False,False,27,16,432
2024-05-06,周一,青稞奶茶,多云,False,False,18,10,180
2024-05-24,周五,可可奶茶,多云,False,True,46,18,828
2024-05-18,周六,杨枝甘露,雨,True,False,26,19,494
2024-04-05,周五,水果茶,阴,False,False,999,18,432
2024-03-09,周六,芋泥波波,雨,True,False,50,19,950
2024-04-05,周五,柠檬茶,阴,False,False,25,10,250
2024-04-22,周一,可可奶茶,雪,False,True,32,11,352
2024-04-02,周二,可可奶茶,阴,False,False,27,17,459
2024-04-13,周六,抹茶拿铁,雪,True,False,46,11,506
2024-04-18,周四,柠檬茶,雨,False,False,0,18,648
2024-04-01,周一,青稞奶茶,阴,False,False,17,11,187
2024-03-23,周六,抹茶拿铁,雨,True,False,44,14,616
2024-05-27,周一,柠檬茶,多云,False,False,28,14,392
2024-03-26,周二,柠檬茶,多云,False,False,22,11,242
2024-05-24,周五,抹茶拿铁,雪,False,False,17,15,255
2024-05-03,周五,冰美式,阴,False,True,40,16,640
2024-05-13,周一,杨枝甘露,雪,False,False,0,22,396
2024-04-20,周六,杨枝甘露,晴,True,False,46,20,920
2024-03-02,周六,柠檬茶,雪,True,True,61,14,854
2024-04-03,周三,柠檬茶,阴,False,False,23,15,345
2024-04-24,周三,柠檬茶,雨,False,False,37,17,629
2024-03-17,周日,冰美式,晴,True,False,35,18,630
2024-04-18,周四,柠檬茶,多云,False,False,14,12,168
2024-03-18,周一,可可奶茶,阴,False,False,-1,19,532
2024-05-28,周二,杨枝甘露,多云,False,False,18,18,324
2024-04-12,周五,青稞奶茶,雨,False,False,-1,15,375
2024-04-14,周日,冰美式,雪,True,False,41,18,738
2024-04-06,周六,芝士奶盖,雪,True,False,42,11,462
2024-04-06,周六,抹茶拿铁,多云,True,False,55,15,825
2024-05-18,周六,冰美式,晴,True,True,55,15,825
2024-04-07,周日,青稞奶茶,阴,True,False,51,15,765
2024-05-06,周一,抹茶拿铁,多云,False,True,35,13,455
2024-05-29,周三,芋泥波波,多云,False,False,17,11,187
2024-04-30,周二,可可奶茶,晴,False,False,19,11,209
2024-05-19,周日,杨枝甘露,阴,True,False,30,20,600
2024-03-17,周日,杨枝甘露,多云,True,True,66,20,1320
2024-04-29,周一,可可奶茶,雪,False,False,26,12,312
2024-04-28,周日,冰美式,雪,True,False,46,14,644
2024-05-01,周三,可可奶茶,晴,False,False,22,16,352
2024-04-08,周一,珍珠奶茶,雪,False,False,12,14,168
2024-05-08,周三,珍珠奶茶,阴,False,False,31,14,434
2024-03-01,周五,可可奶茶,多云,False,False,29,16,464
2024-03-21,周四,水果茶,多云,False,False,28,20,560
2024-05-18,周六,青稞奶茶,雪,True,False,40,13,520
2024-03-24,周日,杨枝甘露,晴,True,False,43,21,903
2024-05-19,周日,抹茶拿铁,雨,True,True,49,10,490
2024-03-14,周四,青稞奶茶,多云,False,False,18,13,234
2024-03-02,周六,抹茶拿铁,雨,True,False,38,15,570
2024-03-05,周二,芝士奶盖,多云,False,True,29,18,522
2024-03-25,周一,青稞奶茶,晴,False,True,41,17,697
2024-03-05,周二,柠檬茶,晴,False,False,27,17,459
2024-04-09,周二,芝士奶盖,晴,False,False,23,18,414
2024-05-01,周三,青稞奶茶,雨,False,False,26,13,338
2024-03-31,周日,水果茶,晴,True,True,58,11,638
2024-04-01,周一,珍珠奶茶,雪,False,False,18,13,234
2024-03-12,周二,柠檬茶,阴,False,True,39,20,780
2024-04-15,周一,杨枝甘露,多云,False,False,18,22,396
2024-04-14,周日,抹茶拿铁,晴,True,False,36,12,432
2024-03-06,周三,抹茶拿铁,雪,False,False,31,13,403
2024-05-09,周四,芝士奶盖,阴,False,False,29,18,522
2024-05-07,周二,杨枝甘露,雨,False,False,32,20,640
2024-05-21,周二,可可奶茶,多云,False,False,31,15,465
2024-03-31,周日,芝士奶盖,雪,True,False,30,18,540
2024-05-10,周五,杨枝甘露,雨,False,False,24,18,432
2024-05-24,周五,芋泥波波,多云,False,True,24,11,264
2024-03-13,周三,珍珠奶茶,阴,False,False,-1,14,434
2024-05-17,周五,芋泥波波,多云,False,False,11,17,187
2024-03-08,周五,芝士奶盖,雨,False,False,23,19,437
2024-03-06,周三,芋泥波波,晴,False,False,27,11,297
2024-03-30,周六,可可奶茶,多云,True,True,60,19,1140
2024-03-23,周六,可可奶茶,阴,True,False,52,19,988
2024-04-28,周日,水果茶,多云,True,False,36,16,576
2024-05-24,周五,杨枝甘露,雨,False,False,32,20,640
2024-04-22,周一,水果茶,雪,False,False,28,13,364
2024-05-10,周五,青稞奶茶,阴,False,False,27,10,270
2024-04-06,周六,冰美式,雪,True,True,39,14,546
2024-03-28,周四,芝士奶盖,雨,False,False,18,18,324
2024-05-13,周一,杨枝甘露,晴,False,False,15,19,285
2024-05-14,周二,柠檬茶,雨,False,True,51,13,663
2024-04-11,周四,抹茶拿铁,阴,False,False,24,11,264
2024-04-08,周一,珍珠奶茶,晴,False,False,27,14,378
2024-04-25,周四,水果茶,多云,False,False,22,10,220
2024-05-20,周一,水果茶,雨,False,False,16,18,288
2024-04-11,周四,可可奶茶,多云,False,True,40,19,760
2024-03-12,周二,柠檬茶,雨,False,True,50,17,850
2024-03-07,周四,可可奶茶,雨,False,True,46,12,552
2024-05-01,周三,可可奶茶,阴,False,False,25,13,325
2024-05-07,周二,柠檬茶,晴,False,False,23,15,345
2024-05-13,周一,芋泥波波,阴,False,False,18,13,234
2024-05-16,周四,珍珠奶茶,多云,False,False,28,15,420
2024-04-26,周五,珍珠奶茶,多云,False,False,19,12,228
2024-03-07,周四,柠檬茶,雨,False,False,20,14,280
2024-03-03,周日,芝士奶盖,雪,True,False,39,18,702
2024-05-10,周五,抹茶拿铁,晴,False,False,-1,18,432
2024-03-08,周五,青稞奶茶,雪,False,False,23,20,460
2024-03-09,周六,水果茶,雨,True,False,33,14,462
2024-05-23,周四,水果茶,阴,False,False,18,15,270
2024-05-16,周四,可可奶茶,多云,False,True,999,10,370
2024-04-09,周二,芝士奶盖,阴,False,False,25,15,375
2024-04-15,周一,青稞奶茶,雪,False,False,17,20,340
2024-04-19,周五,珍珠奶茶,多云,False,True,44,13,572
2024-04-18,周四,可可奶茶,阴,False,False,19,16,304
2024-05-17,周五,芝士奶盖,雪,False,True,46,19,874
2024-03-26,周二,杨枝甘露,雪,False,False,25,19,475
2024-05-12,周日,杨枝甘露,晴,True,False,36,19,684
2024-03-19,周二,珍珠奶茶,阴,False,False,24,15,360
2024-05-21,周二,青稞奶茶,多云,False,True,26,19,494
2024-05-17,周五,冰美式,雪,False,False,27,10,270
2024-05-28,周二,抹茶拿铁,雪,False,False,21,20,420
2024-04-19,周五,抹茶拿铁,多云,False,True,38,16,608
2024-03-02,周六,青稞奶茶,多云,True,False,41,13,533
2024-04-26,周五,冰美式,雨,False,False,28,16,448
2024-03-06,周三,冰美式,雨,False,False,31,19,589
2024-05-22,周三,珍珠奶茶,阴,False,False,13,13,169
2024-04-20,周六,珍珠奶茶,阴,True,False,52,12,624
2024-04-26,周五,水果茶,雨,False,False,25,14,350
2024-03-07,周四,可可奶茶,阴,False,False,21,11,231
2024-03-15,周五,杨枝甘露,阴,False,False,21,18,378
2024-05-15,周三,柠檬茶,晴,False,False,34,12,408
2024-03-16,周六,芋泥波波,阴,True,False,29,18,522
2024-05-05,周日,冰美式,阴,True,False,30,12,360
2024-05-12,周日,杨枝甘露,多云,True,True,46,20,920
2024-04-27,周六,青稞奶茶,多云,True,True,60,10,600
2024-04-02,周二,珍珠奶茶,阴,False,False,32,12,384
2024-05-03,周五,柠檬茶,雪,False,False,23,16,368
2024-05-16,周四,冰美式,多云,False,False,14,19,266
2024-03-27,周三,珍珠奶茶,多云,False,True,30,13,390
2024-05-25,周六,冰美式,雨,True,False,45,10,450
2024-03-23,周六,杨枝甘露,雪,True,False,43,22,946
2024-03-23,周六,抹茶拿铁,雨,True,False,44,14,616
2024-04-18,周四,芋泥波波,雪,False,True,42,11,462
2024-04-05,周五,芝士奶盖,雪,False,False,26,19,494
2024-05-13,周一,可可奶茶,阴,False,False,21,14,294
2024-04-10,周三,青稞奶茶,多云,False,False,28,18,504
2024-05-03,周五,抹茶拿铁,雪,False,False,-1,13,247
2024-04-29,周一,芋泥波波,雪,False,False,22,10,220
2024-05-11,周六,柠檬茶,多云,True,False,29,11,319
2024-05-04,周六,可可奶茶,晴,True,True,55,16,880
2024-05-18,周六,珍珠奶茶,多云,True,False,35,15,525
2024-03-05,周二,杨枝甘露,多云,False,False,33,20,660
2024-04-22,周一,珍珠奶茶,雪,False,False,24,12,288
2024-05-27,周一,芝士奶盖,晴,False,False,25,10,250
2024-04-18,周四,可可奶茶,雪,False,False,17,19,323
2024-04-09,周二,芝士奶盖,雨,False,False,18,13,234
2024-04-08,周一,柠檬茶,多云,False,True,32,11,352
2024-03-04,周一,抹茶拿铁,多云,False,False,21,18,378
2024-04-11,周四,杨枝甘露,雪,False,False,15,19,285
2024-04-28,周日,水果茶,晴,True,True,61,19,1159
2024-04-12,周五,抹茶拿铁,晴,False,False,0,14,294
2024-05-21,周二,柠檬茶,多云,False,True,42,15,630
2024-05-25,周六,芋泥波波,多云,True,True,44,19,836
2024-03-14,周四,柠檬茶,雪,False,False,23,14,322
2024-03-22,周五,芋泥波波,雪,False,False,27,17,459
2024-03-04,周一,抹茶拿铁,晴,False,False,12,16,192
2024-05-30,周四,冰美式,雪,False,False,29,13,377
2024-05-25,周六,可可奶茶,阴,True,False,28,17,476
2024-04-09,周二,抹茶拿铁,多云,False,False,27,19,513
2024-04-16,周二,水果茶,雨,False,False,20,17,340
2024-03-09,周六,抹茶拿铁,雨,True,False,30,14,420
2024-05-17,周五,冰美式,雪,False,True,30,18,540
2024-04-08,周一,可可奶茶,阴,False,False,27,19,513
2024-03-21,周四,抹茶拿铁,晴,False,False,31,16,496
2024-04-25,周四,冰美式,雪,False,False,22,20,440
2024-05-31,周五,冰美式,晴,False,False,32,15,480
2024-04-26,周五,杨枝甘露,阴,False,True,40,22,880
2024-04-18,周四,芝士奶盖,晴,False,True,46,20,920
2024-03-19,周二,杨枝甘露,雪,False,False,33,22,726
2024-03-27,周三,芝士奶盖,雪,False,False,29,14,406
2024-04-25,周四,芝士奶盖,雪,False,True,36,12,432
2024-03-08,周五,芝士奶盖,晴,False,False,16,11,176
2024-03-04,周一,柠檬茶,雪,False,False,28,16,448
2024-04-25,周四,可可奶茶,多云,False,False,19,18,342
2024-04-16,周二,水果茶,雨,False,False,24,12,288
2024-03-10,周日,珍珠奶茶,阴,True,False,31,12,372
2024-04-23,周二,抹茶拿铁,雪,False,True,47,18,846
2024-04-19,周五,芝士奶盖,多云,False,False,17,19,323
2024-03-31,周日,可可奶茶,阴,True,False,-1,15,630
2024-05-12,周日,抹茶拿铁,晴,True,False,37,12,444
2024-05-07,周二,青稞奶茶,雪,False,True,44,13,572
2024-05-24,周五,芋泥波波,雪,False,True,42,10,420
2024-05-05,周日,抹茶拿铁,雨,True,False,47,14,658
2024-05-28,周二,冰美式,雪,False,False,29,17,493
2024-05-13,周一,珍珠奶茶,雪,False,True,37,13,481
2024-04-05,周五,青稞奶茶,雪,False,False,18,10,180
2024-05-17,周五,杨枝甘露,阴,False,False,16,20,320
2024-03-31,周日,抹茶拿铁,雪,True,False,35,11,385
2024-05-16,周四,杨枝甘露,阴,False,False,28,21,588
2024-03-22,周五,柠檬茶,晴,False,False,22,10,220
2024-04-21,周日,抹茶拿铁,阴,True,False,42,13,546
2024-05-30,周四,水果茶,雨,False,True,41,14,574
2024-04-27,周六,水果茶,雪,True,False,35,11,385
2024-05-21,周二,芝士奶盖,雪,False,False,27,15,405
2024-03-13,周三,青稞奶茶,阴,False,False,25,20,500
2024-03-25,周一,可可奶茶,多云,False,False,-1,20,400
2024-03-02,周六,水果茶,雪,True,True,50,13,650
2024-04-02,周二,柠檬茶,晴,False,False,11,19,209
2024-03-28,周四,冰美式,晴,False,True,34,16,544
2024-05-22,周三,冰美式,晴,False,False,19,14,266
2024-03-10,周日,抹茶拿铁,阴,True,False,43,15,645
2024-03-10,周日,青稞奶茶,阴,True,False,26,14,364
2024-04-03,周三,杨枝甘露,晴,False,False,27,22,594
2024-05-22,周三,抹茶拿铁,多云,False,False,19,13,247
2024-03-14,周四,抹茶拿铁,晴,False,True,38,14,532
2024-03-03,周日,抹茶拿铁,晴,True,False,39,16,624
2024-05-29,周三,芝士奶盖,雪,False,True,46,16,736
2024-03-09,周六,可可奶茶,晴,True,False,39,11,429
2024-04-15,周一,芝士奶盖,阴,False,True,40,15,600
2024-04-13,周六,芋泥波波,雨,True,False,0,18,738
2024-05-24,周五,柠檬茶,阴,False,False,29,15,435
2024-05-20,周一,抹茶拿铁,多云,False,True,35,13,455
2024-03-09,周六,可可奶茶,雨,True,False,-1,10,520
2024-04-13,周六,珍珠奶茶,晴,True,False,47,15,705
2024-05-08,周三,杨枝甘露,晴,False,True,36,18,648
2024-05-19,周日,珍珠奶茶,多云,True,True,52,14,728
2024-03-13,周三,抹茶拿铁,雪,False,True,27,17,459
2024-05-18,周六,柠檬茶,多云,True,False,37,16,592
2024-05-27,周一,冰美式,雨,False,False,17,10,170
2024-04-12,周五,芋泥波波,雨,False,True,31,15,465
2024-04-26,周五,柠檬茶,多云,False,True,40,16,640
2024-03-03,周日,抹茶拿铁,晴,True,True,48,19,912
2024-04-23,周二,抹茶拿铁,多云,False,True,36,17,612
2024-03-23,周六,冰美式,雪,True,True,52,11,572
2024-04-08,周一,芝士奶盖,晴,False,False,26,11,286
2024-03-13,周三,冰美式,雪,False,False,28,20,560
2024-04-05,周五,珍珠奶茶,晴,False,False,26,15,390
2024-03-21,周四,珍珠奶茶,雨,False,False,17,14,238
2024-04-28,周日,珍珠奶茶,晴,True,False,30,13,390
2024-05-02,周四,可可奶茶,晴,False,False,20,19,380
2024-04-23,周二,柠檬茶,多云,False,False,25,13,325
2024-04-22,周一,柠檬茶,多云,False,True,48,10,480
2024-03-19,周二,柠檬茶,多云,False,False,26,17,442
2024-05-20,周一,芝士奶盖,多云,False,False,18,19,342
2024-03-18,周一,芋泥波波,阴,False,False,29,13,377
2024-05-17,周五,杨枝甘露,雪,False,False,18,18,324
2024-05-06,周一,抹茶拿铁,雪,False,False,0,14,322
2024-04-01,周一,柠檬茶,阴,False,False,29,12,348
2024-03-01,周五,水果茶,晴,False,False,19,10,190
2024-04-20,周六,抹茶拿铁,阴,True,False,29,18,522
2024-05-28,周二,水果茶,多云,False,False,19,20,380
2024-03-03,周日,抹茶拿铁,多云,True,False,0,19,817
2024-04-29,周一,杨枝甘露,多云,False,False,27,21,567
2024-03-01,周五,芋泥波波,雨,False,False,26,16,416
2024-05-29,周三,冰美式,晴,False,False,21,10,210
2024-05-26,周日,芝士奶盖,晴,True,False,0,19,627
2024-03-23,周六,可可奶茶,雪,True,False,30,12,360
2024-03-31,周日,可可奶茶,阴,True,False,37,13,481
2024-03-29,周五,芝士奶盖,雨,False,False,27,14,378
2024-04-17,周三,芝士奶盖,阴,False,False,25,17,425
2024-05-26,周日,可可奶茶,阴,True,False,44,11,484
2024-04-28,周日,芋泥波波,阴,True,False,31,11,341
2024-04-05,周五,芋泥波波,阴,False,True,0,20,700
2024-05-27,周一,可可奶茶,阴,False,False,-1,20,420
2024-03-09,周六,珍珠奶茶,雪,True,False,38,14,532
2024-04-11,周四,抹茶拿铁,阴,False,False,26,14,364
2024-04-03,周三,柠檬茶,雨,False,False,34,12,408
2024-04-28,周日,杨枝甘露,多云,True,False,48,19,912
2024-05-30,周四,杨枝甘露,多云,False,True,39,19,741
2024-04-17,周三,杨枝甘露,雪,False,False,26,20,520
2024-03-19,周二,芝士奶盖,雪,False,False,32,14,448
2024-03-04,周一,水果茶,多云,False,False,999,12,360
2024-05-09,周四,可可奶茶,雨,False,False,24,19,456
2024-05-12,周日,抹茶拿铁,晴,True,False,35,12,420
2024-03-15,周五,青稞奶茶,阴,False,False,13,17,221
2024-04-11,周四,珍珠奶茶,雪,False,False,999,13,260
2024-04-27,周六,芋泥波波,阴,True,True,65,19,1235
2024-03-08,周五,芝士奶盖,多云,False,False,28,15,420
2024-03-02,周六,青稞奶茶,雨,True,False,43,18,774
2024-04-26,周五,水果茶,雨,False,True,46,12,552
2024-05-16,周四,芋泥波波,多云,False,False,22,15,330
2024-05-15,周三,水果茶,晴,False,False,16,16,256
2024-04-29,周一,冰美式,多云,False,True,34,18,612
2024-04-08,周一,冰美式,阴,False,False,-1,13,338
2024-03-20,周三,青稞奶茶,阴,False,True,43,16,688
2024-05-28,周二,柠檬茶,晴,False,False,17,11,187
2024-04-16,周二,冰美式,雪,False,False,29,20,580
2024-05-28,周二,芋泥波波,雪,False,False,21,14,294
2024-03-08,周五,杨枝甘露,阴,False,False,22,20,440
2024-04-04,周四,芝士奶盖,雨,False,True,45,20,900
2024-05-05,周日,柠檬茶,多云,True,False,54,12,648
2024-04-10,周三,青稞奶茶,雨,False,True,999,12,504
2024-04-06,周六,芝士奶盖,阴,True,False,42,11,462
2024-05-04,周六,柠檬茶,雪,True,False,39,18,702
2024-05-29,周三,芋泥波波,阴,False,False,24,12,288
2024-05-01,周三,芝士奶盖,雨,False,True,45,18,810
2024-04-13,周六,杨枝甘露,晴,True,False,35,19,665
2024-05-28,周二,杨枝甘露,雨,False,True,30,21,630
2024-03-15,周五,芋泥波波,阴,False,False,10,13,130
2024-05-24,周五,可可奶茶,阴,False,True,25,11,275
2024-03-02,周六,芋泥波波,雪,True,False,31,12,372
2024-03-04,周一,芋泥波波,雨,False,False,19,15,285
2024-05-04,周六,冰美式,雪,True,False,33,19,627
2024-05-07,周二,柠檬茶,雨,False,False,31,10,310
2024-03-13,周三,柠檬茶,雨,False,True,60,12,720
2024-04-18,周四,水果茶,雪,False,False,17,15,255
2024-03-15,周五,可可奶茶,阴,False,False,18,18,324
2024-03-11,周一,芝士奶盖,晴,False,False,32,19,608
2024-05-27,周一,抹茶拿铁,雪,False,False,23,13,299
2024-04-30,周二,芝士奶盖,晴,False,False,22,20,440
2024-04-26,周五,可可奶茶,晴,False,True,37,11,407
2024-03-22,周五,芋泥波波,多云,False,False,30,16,480
2024-04-24,周三,抹茶拿铁,雪,False,False,28,16,448
2024-05-25,周六,冰美式,阴,True,False,39,17,663
2024-04-02,周二,抹茶拿铁,多云,False,False,27,10,270
2024-03-07,周四,芋泥波波,晴,False,False,31,19,589
2024-03-20,周三,青稞奶茶,晴,False,False,21,17,357
2024-03-26,周二,青稞奶茶,阴,False,False,33,15,495
2024-05-09,周四,可可奶茶,晴,False,False,11,16,176
2024-04-18,周四,抹茶拿铁,晴,False,True,52,14,728
2024-03-22,周五,抹茶拿铁,多云,False,False,29,17,493
2024-05-12,周日,抹茶拿铁,雪,True,False,49,18,882
2024-05-04,周六,珍珠奶茶,雨,True,False,43,14,602
2024-04-06,周六,芝士奶盖,晴,True,False,28,15,420
2024-05-14,周二,珍珠奶茶,阴,False,True,40,15,600
2024-05-24,周五,柠檬茶,多云,False,False,26,11,286
2024-03-09,周六,青稞奶茶,雨,True,True,51,10,510
2024-04-24,周三,冰美式,雨,False,True,49,10,490
2024-04-18,周四,冰美式,雨,False,False,29,11,319
2024-03-27,周三,芝士奶盖,雪,False,False,35,15,525
2024-04-08,周一,芝士奶盖,多云,False,False,24,18,432
2024-04-03,周三,珍珠奶茶,雪,False,False,22,12,264
2024-05-14,周二,芋泥波波,雨,False,True,45,16,720
2024-03-10,周日,青稞奶茶,雨,True,False,49,15,735
2024-04-21,周日,青稞奶茶,雪,True,False,52,12,624
2024-05-20,周一,可可奶茶,雪,False,False,25,17,425
2024-05-21,周二,可可奶茶,雪,False,False,23,18,414
2024-04-29,周一,杨枝甘露,多云,False,False,21,21,441
